"GENNO","SPNO","GrowthForm","Frequency"
1483,69,"Bryophyte","commonly"
1483,67,"Bryophyte","commonly"
682,60,"Bryophyte","commonly"
2240,21,"Epiphyte","occasionally"
2240,21,"Bryophyte","commonly"
632,58,"Bryophyte","commonly"
632,73,"Bryophyte","commonly"
2240,30,"Bryophyte","commonly"
891,1,"Epiphyte","commonly"
891,1,"Bryophyte","commonly"
892,6,"Epiphyte","commonly"
892,6,"Bryophyte","commonly"
537,3,"Epiphyte","commonly"
537,3,"Bryophyte","commonly"
546,6,"Bryophyte","commonly"
632,56,"Bryophyte","commonly"
706,19,"Bryophyte","commonly"
43,2,"Bryophyte","commonly"
533,3,"Epiphyte","commonly"
533,3,"Bryophyte","commonly"
204,1,"Epiphyte","occasionally"
204,1,"Bryophyte","commonly"
751,7,"Bryophyte","commonly"
963,5,"Bryophyte","commonly"
3938,1,"Shrub","commonly"
2079,4,"Geophyte","commonly"
3938,2,"Shrub","commonly"
2933,23,"Shrub","commonly"
2933,23,"Dwarf shrub","occasionally"
2053,3,"Herb","commonly"
2053,3,"Hydrophyte","commonly"
2931,101,"Herb","commonly"
2931,101,"Dwarf shrub","commonly"
2931,105,"Shrub","commonly"
2931,12,"Dwarf shrub","commonly"
2931,17,"Herb","occasionally"
2931,17,"Dwarf shrub","commonly"
1949,5,"Tree","commonly"
4095,21,"Succulent","commonly"
4095,21,"Tree","commonly"
643,1,"Bryophyte","commonly"
1015,2,"Epiphyte","occasionally"
1015,2,"Bryophyte","commonly"
4095,38,"Succulent","commonly"
4095,38,"Shrub","commonly"
4095,29,"Climber","commonly"
4095,34,"Succulent","commonly"
4095,34,"Scrambler","commonly"
4095,39,"Herb","commonly"
4095,25,"Climber","commonly"
4095,30,"Climber","commonly"
21,2,"Bryophyte","commonly"
1014,10,"Epiphyte","occasionally"
1014,10,"Bryophyte","commonly"
3646,1,"Epiphyte","occasionally"
3646,1,"Bryophyte","commonly"
501,1,"Bryophyte","commonly"
501,1,"Hydrophyte","commonly"
691,1,"Bryophyte","commonly"
46,5,"Bryophyte","commonly"
1838,5,"Epiphyte","commonly"
1838,5,"Bryophyte","commonly"
541,9,"Bryophyte","commonly"
758,3,"Bryophyte","commonly"
219,1,"Bryophyte","commonly"
641,3,"Bryophyte","commonly"
751,9,"Bryophyte","commonly"
2029,3,"Bryophyte","commonly"
781,7,"Epiphyte","commonly"
781,7,"Bryophyte","commonly"
781,6,"Epiphyte","commonly"
781,6,"Bryophyte","commonly"
541,18,"Bryophyte","commonly"
4095,10,"Succulent","commonly"
4095,10,"Tree","commonly"
4095,2,"Succulent","commonly"
4095,2,"Tree","occasionally"
4095,2,"Shrub","commonly"
3635,2,"Herb","commonly"
3635,2,"Hydrophyte","commonly"
3635,2,"Hyperhydate","commonly"
553,3,"Bryophyte","commonly"
219,2,"Bryophyte","commonly"
1006,12,"Epiphyte","occasionally"
1006,12,"Bryophyte","commonly"
659,1,"Epiphyte","commonly"
659,1,"Bryophyte","commonly"
2025,2,"Bryophyte","commonly"
837,1,"Bryophyte","commonly"
2051,4,"Herb","commonly"
2051,4,"Hydrophyte","commonly"
4095,13,"Succulent","commonly"
4095,13,"Climber","commonly"
1001,1,"Bryophyte","commonly"
1501,7,"Herb","commonly"
3633,1,"Herb","commonly"
3590,50,"Dwarf shrub","commonly"
3590,23,"Dwarf shrub","commonly"
2930,36,"Shrub","commonly"
1950,3,"Climber","commonly"
1950,3,"Shrub","commonly"
537,10,"Epiphyte","commonly"
537,10,"Bryophyte","commonly"
617,8,"Bryophyte","commonly"
617,2,"Bryophyte","commonly"
1492,6,"Shrub","commonly"
1002,1,"Bryophyte","commonly"
1836,2,"Epiphyte","commonly"
1836,2,"Bryophyte","commonly"
781,2,"Epiphyte","commonly"
781,2,"Bryophyte","commonly"
10,7,"Epiphyte","occasionally"
10,7,"Bryophyte","commonly"
3539,15,"Geophyte","commonly"
3539,15,"Lithophyte","commonly"
3539,15,"Herb","commonly"
2681,39,"Herb","commonly"
2681,53,"Herb","commonly"
3196,15,"Herb","commonly"
3033,6,"Shrub","commonly"
3341,6,"Suffrutex","commonly"
3338,44,"Dwarf shrub","commonly"
3341,13,"Suffrutex","commonly"
3908,8,"Shrub","commonly"
3298,7,"Climber","commonly"
2840,4,"Geophyte","commonly"
2840,4,"Herb","commonly"
3554,9,"Geophyte","commonly"
3554,9,"Herb","commonly"
3554,9,"Lithophyte","commonly"
1483,64,"Bryophyte","commonly"
631,10,"Epiphyte","commonly"
631,10,"Bryophyte","commonly"
631,5,"Epiphyte","occasionally"
631,5,"Bryophyte","commonly"
2753,1,"Epiphyte","commonly"
2753,1,"Bryophyte","commonly"
632,45,"Bryophyte","commonly"
892,1,"Epiphyte","commonly"
892,1,"Bryophyte","commonly"
4,3,"Epiphyte","occasionally"
4,3,"Bryophyte","commonly"
637,8,"Bryophyte","commonly"
1011,3,"Epiphyte","occasionally"
1011,3,"Bryophyte","commonly"
635,4,"Bryophyte","commonly"
2493,104,"Herb","commonly"
2493,104,"Emergent hydrophyte","commonly"
2493,104,"Helophyte","commonly"
2493,104,"Cyperoid","commonly"
2493,88,"Herb","commonly"
2493,88,"Emergent hydrophyte","commonly"
2493,88,"Cyperoid","commonly"
2493,88,"Helophyte","occasionally"
2207,31,"Herb","commonly"
2212,18,"Geophyte","commonly"
2212,18,"Succulent","commonly"
2212,18,"Herb","commonly"
2207,3,"Herb","commonly"
1483,56,"Bryophyte","commonly"
3978,1,"Bryophyte","commonly"
3583,2,"Dwarf shrub","commonly"
3165,16,"Shrub","commonly"
3165,14,"Dwarf shrub","commonly"
3323,1,"Suffrutex","commonly"
3165,5,"Dwarf shrub","commonly"
3165,18,"Dwarf shrub","commonly"
897,1,"Epiphyte","commonly"
897,1,"Bryophyte","commonly"
833,1,"Bryophyte","commonly"
3607,5,"Dwarf shrub","commonly"
3607,6,"Dwarf shrub","commonly"
850,1,"Epiphyte","occasionally"
850,1,"Bryophyte","commonly"
850,2,"Epiphyte","occasionally"
850,2,"Bryophyte","commonly"
3101,1,"Dwarf shrub","commonly"
3093,1,"Dwarf shrub","commonly"
3093,1,"Herb","commonly"
3321,1,"Shrub","commonly"
3344,1,"Herb","commonly"
3165,17,"Dwarf shrub","commonly"
3165,13,"Shrub","commonly"
3341,11,"Suffrutex","commonly"
3341,10,"Suffrutex","commonly"
3341,12,"Suffrutex","commonly"
3342,5,"Shrub","commonly"
3338,52,"Dwarf shrub","commonly"
3338,1,"Shrub","commonly"
3391,1,"Scrambler","occasionally"
3391,1,"Herb","commonly"
460,7,"Herb","commonly"
460,2,"Herb","commonly"
3338,14,"Shrub","commonly"
3583,4,"Dwarf shrub","commonly"
3136,9,"Herb","commonly"
3338,10,"Dwarf shrub","commonly"
3322,1,"Dwarf shrub","commonly"
848,1,"Epiphyte","occasionally"
848,1,"Bryophyte","commonly"
897,2,"Epiphyte","commonly"
897,2,"Bryophyte","commonly"
10,1,"Epiphyte","commonly"
10,1,"Bryophyte","commonly"
753,1,"Bryophyte","commonly"
3136,2,"Herb","commonly"
1640,2,"Bryophyte","commonly"
224,2,"Epiphyte","commonly"
224,2,"Bryophyte","commonly"
3165,4,"Dwarf shrub","commonly"
3391,2,"Herb","commonly"
3165,22,"Dwarf shrub","commonly"
3136,11,"Dwarf shrub","commonly"
3165,6,"Shrub","commonly"
3165,19,"Shrub","commonly"
3338,17,"Dwarf shrub","commonly"
3341,1,"Suffrutex","commonly"
3165,20,"Dwarf shrub","commonly"
3165,21,"Shrub","commonly"
3022,2,"Shrub","commonly"
3341,8,"Suffrutex","commonly"
3338,18,"Dwarf shrub","commonly"
3342,3,"Shrub","commonly"
3607,7,"Dwarf shrub","commonly"
3607,8,"Dwarf shrub","commonly"
3471,1,"Bryophyte","commonly"
691,2,"Bryophyte","commonly"
847,2,"Bryophyte","commonly"
546,8,"Bryophyte","commonly"
49,2,"Bryophyte","commonly"
885,1,"Epiphyte","commonly"
885,1,"Bryophyte","commonly"
887,2,"Epiphyte","occasionally"
887,2,"Bryophyte","commonly"
3607,1,"Dwarf shrub","commonly"
3607,3,"Shrub","commonly"
3607,10,"Dwarf shrub","commonly"
3607,9,"Dwarf shrub","commonly"
2681,12,"Herb","commonly"
3323,2,"Dwarf shrub","commonly"
1483,43,"Hydrophyte","commonly"
1483,43,"Bryophyte","commonly"
3600,1,"Herb","commonly"
3136,8,"Shrub","commonly"
3338,37,"Dwarf shrub","commonly"
3341,5,"Suffrutex","commonly"
3607,2,"Dwarf shrub","commonly"
3607,12,"Shrub","commonly"
3607,4,"Dwarf shrub","commonly"
3607,11,"Shrub","commonly"
3607,11,"Dwarf shrub","occasionally"
3583,3,"Herb","commonly"
115,711,"Succulent","commonly"
2212,47,"Geophyte","commonly"
2212,47,"Succulent","commonly"
2212,47,"Herb","commonly"
502,1,"Bryophyte","commonly"
502,1,"Hydrophyte","commonly"
43,1,"Bryophyte","commonly"
1014,4,"Epiphyte","occasionally"
1014,4,"Bryophyte","commonly"
1820,440,"Shrub","commonly"
1820,440,"Dwarf shrub","commonly"
740,22,"Geophyte","commonly"
740,22,"Herb","commonly"
740,22,"Lithophyte","commonly"
1650,1,"Bryophyte","commonly"
3324,1,"Shrub","commonly"
719,2,"Scrambler","commonly"
719,2,"Shrub","occasionally"
2640,29,"Geophyte","commonly"
3909,22,"Herb","commonly"
3909,26,"Suffrutex","commonly"
3909,26,"Shrub","commonly"
1991,19,"Dwarf shrub","commonly"
1933,31,"Herb","commonly"
2648,8,"Herb","commonly"
3838,3,"Geophyte","commonly"
3838,3,"Succulent","commonly"
3838,3,"Dwarf shrub","commonly"
3838,36,"Succulent","commonly"
3838,36,"Dwarf shrub","commonly"
3838,1,"Succulent","commonly"
3838,1,"Dwarf shrub","commonly"
2640,73,"Geophyte","commonly"
3838,25,"Geophyte","commonly"
3838,25,"Succulent","commonly"
2640,18,"Geophyte","commonly"
2687,113,"Herb","commonly"
5143,3,"Succulent","commonly"
2638,31,"Succulent","commonly"
3152,536,"Succulent","commonly"
3152,536,"Dwarf shrub","commonly"
13960,1,"Succulent","commonly"
2678,312,"Succulent","commonly"
2642,139,"Succulent","commonly"
2671,84,"Succulent","commonly"
2695,10,"Succulent","commonly"
574,345,"Succulent","commonly"
574,345,"Shrub","commonly"
1820,552,"Shrub","commonly"
122,18,"Succulent","commonly"
3687,3,"Hydrophyte","commonly"
3687,3,"Bryophyte","commonly"
770,7,"Shrub","commonly"
1443,24,"Scrambler","commonly"
1703,13,"Herb","commonly"
1554,11,"Herb","commonly"
1554,11,"Geophyte","commonly"
943,3,"Epiphyte","occasionally"
943,3,"Bryophyte","commonly"
943,2,"Epiphyte","occasionally"
943,2,"Bryophyte","commonly"
1015,5,"Epiphyte","occasionally"
1015,5,"Bryophyte","commonly"
3448,30,"Scrambler","occasionally"
3448,30,"Shrub","commonly"
2827,1,"Epiphyte","commonly"
2827,1,"Herb","commonly"
1015,6,"Epiphyte","occasionally"
1015,6,"Bryophyte","commonly"
2638,13,"Succulent","commonly"
2638,13,"Shrub","commonly"
2638,8,"Succulent","commonly"
2638,8,"Shrub","commonly"
2638,36,"Succulent","commonly"
2638,36,"Shrub","commonly"
2638,38,"Succulent","commonly"
2638,38,"Shrub","commonly"
2671,80,"Succulent","commonly"
2671,76,"Succulent","commonly"
635,1,"Epiphyte","occasionally"
635,1,"Bryophyte","commonly"
2638,22,"Succulent","commonly"
2638,22,"Shrub","commonly"
2638,14,"Succulent","commonly"
2638,1,"Succulent","commonly"
2638,4,"Succulent","commonly"
2638,12,"Succulent","commonly"
2638,12,"Dwarf shrub","commonly"
2638,2,"Succulent","commonly"
2638,2,"Shrub","commonly"
2638,11,"Succulent","commonly"
2638,11,"Shrub","commonly"
2695,7,"Succulent","commonly"
2668,15,"Succulent","commonly"
2695,9,"Succulent","commonly"
2695,8,"Succulent","commonly"
2650,27,"Succulent","commonly"
2650,28,"Succulent","commonly"
5143,1,"Succulent","commonly"
5143,2,"Succulent","commonly"
2671,47,"Succulent","commonly"
2671,48,"Succulent","commonly"
2671,32,"Succulent","commonly"
2671,30,"Succulent","commonly"
2671,29,"Succulent","commonly"
2668,19,"Succulent","commonly"
2671,23,"Succulent","commonly"
2671,37,"Succulent","commonly"
2671,79,"Succulent","commonly"
2671,74,"Succulent","commonly"
2671,68,"Succulent","commonly"
2706,1,"Succulent","commonly"
2638,6,"Succulent","commonly"
2638,6,"Shrub","commonly"
2706,2,"Succulent","commonly"
2638,15,"Succulent","commonly"
2638,15,"Shrub","commonly"
2695,5,"Succulent","commonly"
2668,17,"Succulent","commonly"
2671,41,"Succulent","commonly"
2671,41,"Creeper","commonly"
158,5,"Succulent","commonly"
158,5,"Shrub","commonly"
158,1,"Succulent","commonly"
158,4,"Succulent","commonly"
3838,41,"Succulent","commonly"
3838,41,"Dwarf shrub","commonly"
1470,3,"Herb","commonly"
3838,38,"Succulent","commonly"
3838,38,"Dwarf shrub","commonly"
1976,173,"Succulent","commonly"
1976,173,"Dwarf shrub","commonly"
364,528,"Shrub","commonly"
1554,91,"Herb","commonly"
1554,91,"Geophyte","commonly"
1554,53,"Herb","commonly"
1554,53,"Geophyte","commonly"
1554,73,"Herb","commonly"
1554,73,"Geophyte","commonly"
1554,2,"Herb","commonly"
1554,2,"Geophyte","commonly"
937,1,"Bryophyte","commonly"
2693,17,"Herb","commonly"
1776,4,"Carnivore","always"
1776,4,"Herb","commonly"
1476,17,"Herb","commonly"
2475,41,"Herb","commonly"
2475,41,"Helophyte","commonly"
2475,41,"Cyperoid","commonly"
2475,42,"Herb","commonly"
2475,42,"Cyperoid","commonly"
2475,42,"Helophyte","commonly"
3214,27,"Dwarf shrub","commonly"
3214,29,"Dwarf shrub","commonly"
3214,35,"Dwarf shrub","commonly"
3214,1,"Dwarf shrub","commonly"
3214,2,"Dwarf shrub","commonly"
3214,18,"Shrub","commonly"
3214,12,"Dwarf shrub","commonly"
3214,13,"Dwarf shrub","commonly"
2475,38,"Herb","commonly"
2475,38,"Cyperoid","commonly"
2475,38,"Helophyte","commonly"
2475,40,"Herb","commonly"
2475,40,"Mesophyte","commonly"
2475,40,"Cyperoid","commonly"
1976,326,"Geophyte","commonly"
1976,79,"Geophyte","commonly"
1976,122,"Geophyte","commonly"
1976,388,"Geophyte","commonly"
1976,387,"Geophyte","commonly"
1976,225,"Geophyte","commonly"
1976,329,"Geophyte","occasionally"
1976,386,"Geophyte","occasionally"
1976,7,"Geophyte","commonly"
1976,115,"Geophyte","commonly"
1976,78,"Geophyte","commonly"
1976,361,"Geophyte","commonly"
1976,98,"Succulent","occasionally"
1976,98,"Dwarf shrub","commonly"
1976,385,"Geophyte","commonly"
1976,4,"Geophyte","commonly"
1976,483,"Geophyte","commonly"
1976,486,"Geophyte","commonly"
1976,478,"Geophyte","commonly"
1976,460,"Geophyte","commonly"
1976,407,"Shrub","commonly"
652,33,"Epiphyte","commonly"
652,33,"Bryophyte","commonly"
2025,4,"Bryophyte","commonly"
665,5,"Bryophyte","commonly"
1634,1,"Herb","commonly"
3325,5,"Herb","commonly"
3272,33,"Climber","commonly"
3272,33,"Scrambler","commonly"
3272,33,"Shrub","commonly"
4120,5,"Geophyte","commonly"
2228,30,"Herb","commonly"
349,76,"Herb","commonly"
370,207,"Climber","commonly"
370,207,"Shrub","commonly"
370,207,"Herb","commonly"
269,75,"Herb","commonly"
276,25,"Herb","commonly"
357,364,"Herb","commonly"
370,32,"Shrub","commonly"
345,2,"Shrub","commonly"
2477,1,"Herb","commonly"
2477,1,"Cyperoid","commonly"
2477,1,"Helophyte","occasionally"
2477,1,"Emergent hydrophyte","commonly"
1958,17,"Bryophyte","commonly"
1958,7,"Epiphyte","occasionally"
1958,7,"Bryophyte","commonly"
3648,9,"Epiphyte","occasionally"
3648,9,"Bryophyte","commonly"
2240,20,"Epiphyte","occasionally"
2240,20,"Bryophyte","commonly"
3648,20,"Epiphyte","occasionally"
3648,20,"Bryophyte","commonly"
652,3,"Epiphyte","occasionally"
652,3,"Bryophyte","commonly"
279,1,"Dwarf shrub","commonly"
279,1,"Shrub","commonly"
279,6,"Dwarf shrub","commonly"
279,2,"Shrub","commonly"
2509,3,"Helophyte","commonly"
2509,3,"Cyperoid","commonly"
2509,3,"Herb","commonly"
1262,50,"Graminoid","commonly"
4095,36,"Climber","commonly"
4095,8,"Scrambler","commonly"
883,2,"Epiphyte","occasionally"
883,2,"Bryophyte","commonly"
765,4,"Bryophyte","commonly"
4095,1,"Climber","commonly"
4095,33,"Climber","commonly"
4095,33,"Succulent","commonly"
4095,27,"Climber","commonly"
2501,2,"Herb","commonly"
2501,2,"Cyperoid","commonly"
2501,2,"Mesophyte","occasionally"
3214,26,"Dwarf shrub","commonly"
272,1,"Tree","commonly"
1100,7,"Parasite","commonly"
1100,7,"Herb","commonly"
370,54,"Herb","commonly"
1847,14,"Shrub","occasionally"
1847,14,"Tree","commonly"
1641,1,"Bryophyte","commonly"
3873,2,"Herb","commonly"
3873,2,"Hydrophyte","commonly"
3873,2,"Pleustophyte","commonly"
1309,24,"Graminoid","commonly"
915,20,"Herb","commonly"
765,1,"Bryophyte","commonly"
4095,28,"Climber","commonly"
4095,28,"Succulent","commonly"
871,1,"Herb","commonly"
871,1,"Shrub","occasionally"
1314,2,"Graminoid","commonly"
650,2,"Epiphyte","commonly"
650,2,"Bryophyte","commonly"
1488,7,"Herb","commonly"
431,4,"Shrub","commonly"
3492,4,"Geophyte","commonly"
3492,4,"Herb","commonly"
3492,4,"Lithophyte","commonly"
528,1,"Geophyte","commonly"
528,1,"Herb","commonly"
4095,31,"Scrambler","commonly"
203,1,"Bryophyte","commonly"
3618,1,"Epiphyte","occasionally"
3618,1,"Bryophyte","commonly"
668,3,"Epiphyte","commonly"
668,3,"Bryophyte","commonly"
279,3,"Dwarf shrub","commonly"
279,3,"Herb","commonly"
4095,22,"Climber","commonly"
4095,20,"Climber","commonly"
6435,1,"Bryophyte","commonly"
3,1,"Bryophyte","commonly"
766,1,"Bryophyte","commonly"
2504,13,"Cyperoid","commonly"
2504,13,"Helophyte","occasionally"
2504,13,"Herb","commonly"
1476,22,"Herb","commonly"
4095,26,"Climber","commonly"
4095,4,"Succulent","commonly"
4095,4,"Climber","commonly"
786,29,"Tree","commonly"
786,29,"Shrub","occasionally"
786,35,"Tree","commonly"
786,35,"Shrub","occasionally"
786,1,"Shrub","commonly"
786,1,"Tree","occasionally"
2856,2,"Herb","commonly"
2856,2,"Shrub","commonly"
2856,2,"Dwarf shrub","commonly"
2197,7,"Herb","commonly"
2197,7,"Hydrophyte","occasionally"
389,392,"Tree","commonly"
389,116,"Tree","commonly"
4094,16,"Shrub","commonly"
4094,15,"Climber","commonly"
247,2,"Tree","commonly"
247,2,"Shrub","commonly"
4094,14,"Climber","commonly"
676,4,"Epiphyte","commonly"
676,4,"Bryophyte","commonly"
2186,1,"Bryophyte","commonly"
7481,1,"Bryophyte","commonly"
676,3,"Epiphyte","commonly"
676,3,"Bryophyte","commonly"
205,1,"Bryophyte","commonly"
664,1,"Epiphyte","commonly"
664,1,"Bryophyte","commonly"
1006,7,"Bryophyte","commonly"
4095,19,"Succulent","commonly"
4095,19,"Scrambler","commonly"
4095,18,"Succulent","commonly"
4095,18,"Scrambler","commonly"
4001,1,"Epiphyte","commonly"
4001,1,"Bryophyte","commonly"
4095,5,"Climber","commonly"
2477,9,"Herb","commonly"
2477,9,"Cyperoid","commonly"
2477,9,"Helophyte","commonly"
2475,5,"Herb","commonly"
2475,5,"Helophyte","occasionally"
2475,5,"Cyperoid","commonly"
1093,292,"Herb","commonly"
2477,4,"Herb","commonly"
2477,4,"Cyperoid","commonly"
2477,4,"Helophyte","commonly"
4095,16,"Scrambler","commonly"
1958,2,"Bryophyte","commonly"
4095,7,"Climber","commonly"
4095,6,"Climber","commonly"
3214,20,"Shrub","commonly"
279,29,"Shrub","commonly"
3052,135,"Herb","commonly"
1820,64,"Dwarf shrub","commonly"
1820,849,"Dwarf shrub","commonly"
1852,15,"Herb","commonly"
1852,9,"Dwarf shrub","commonly"
2846,1,"Shrub","commonly"
2846,1,"Dwarf shrub","commonly"
1820,580,"Shrub","commonly"
1820,414,"Dwarf shrub","commonly"
1820,418,"Dwarf shrub","commonly"
1820,421,"Dwarf shrub","commonly"
1820,425,"Shrub","commonly"
1820,20,"Dwarf shrub","commonly"
1820,493,"Dwarf shrub","commonly"
1820,312,"Dwarf shrub","commonly"
1820,551,"Shrub","commonly"
1820,557,"Shrub","commonly"
1820,559,"Dwarf shrub","commonly"
1820,569,"Dwarf shrub","commonly"
1820,574,"Dwarf shrub","commonly"
1820,574,"Shrub","commonly"
1820,650,"Shrub","commonly"
1820,288,"Shrub","commonly"
1820,408,"Shrub","commonly"
1820,598,"Dwarf shrub","commonly"
1820,283,"Dwarf shrub","commonly"
1820,599,"Dwarf shrub","commonly"
1820,600,"Shrub","commonly"
1820,606,"Shrub","commonly"
1820,608,"Dwarf shrub","commonly"
1820,612,"Dwarf shrub","commonly"
1820,628,"Dwarf shrub","commonly"
1820,631,"Dwarf shrub","commonly"
1820,635,"Dwarf shrub","commonly"
1820,640,"Dwarf shrub","commonly"
1820,648,"Dwarf shrub","commonly"
1820,576,"Dwarf shrub","commonly"
1820,105,"Dwarf shrub","commonly"
1820,21,"Dwarf shrub","commonly"
1820,27,"Dwarf shrub","commonly"
1820,28,"Dwarf shrub","commonly"
1820,32,"Shrub","commonly"
1820,32,"Dwarf shrub","commonly"
1820,37,"Dwarf shrub","commonly"
1820,42,"Dwarf shrub","commonly"
1820,50,"Dwarf shrub","commonly"
1820,61,"Dwarf shrub","commonly"
1820,62,"Shrub","commonly"
1820,63,"Dwarf shrub","commonly"
1820,86,"Shrub","commonly"
1820,94,"Shrub","commonly"
1820,410,"Shrub","commonly"
1820,103,"Dwarf shrub","commonly"
1820,409,"Shrub","commonly"
1820,183,"Dwarf shrub","commonly"
1820,158,"Dwarf shrub","commonly"
1820,159,"Dwarf shrub","commonly"
1820,165,"Dwarf shrub","commonly"
1820,167,"Dwarf shrub","commonly"
1820,179,"Dwarf shrub","commonly"
1820,349,"Dwarf shrub","commonly"
1820,370,"Dwarf shrub","commonly"
1820,397,"Dwarf shrub","commonly"
1820,403,"Shrub","commonly"
1820,404,"Dwarf shrub","commonly"
1820,405,"Dwarf shrub","commonly"
1820,405,"Shrub","commonly"
1820,496,"Dwarf shrub","commonly"
1820,14,"Dwarf shrub","commonly"
1820,916,"Dwarf shrub","commonly"
1820,658,"Shrub","commonly"
1820,469,"Dwarf shrub","commonly"
1820,558,"Shrub","commonly"
1820,954,"Shrub","commonly"
1820,190,"Dwarf shrub","commonly"
1820,212,"Dwarf shrub","commonly"
1820,911,"Dwarf shrub","commonly"
1820,885,"Dwarf shrub","commonly"
1820,225,"Dwarf shrub","commonly"
1820,871,"Shrub","commonly"
1820,865,"Dwarf shrub","commonly"
1820,767,"Shrub","commonly"
1820,740,"Dwarf shrub","commonly"
1820,732,"Dwarf shrub","commonly"
1820,729,"Shrub","commonly"
1820,256,"Dwarf shrub","commonly"
1820,771,"Dwarf shrub","commonly"
1820,789,"Dwarf shrub","commonly"
1820,796,"Shrub","commonly"
1820,232,"Dwarf shrub","commonly"
1820,822,"Dwarf shrub","commonly"
1820,1299,"Dwarf shrub","commonly"
1376,6,"Graminoid","commonly"
4076,4,"Herb","commonly"
4120,3,"Geophyte","commonly"
4120,3,"Hydrophyte","commonly"
4095,3,"Herb","commonly"
1683,69,"Herb","commonly"
1093,121,"Herb","commonly"
2116,33,"Herb","commonly"
2207,35,"Herb","commonly"
2969,3,"Herb","commonly"
2585,86,"Herb","commonly"
3000,6,"Dwarf shrub","commonly"
3240,201,"Dwarf shrub","commonly"
3152,419,"Dwarf shrub","commonly"
3000,5,"Shrub","commonly"
3077,90,"Herb","commonly"
3077,86,"Herb","commonly"
3796,14,"Geophyte","commonly"
3077,80,"Herb","commonly"
3152,478,"Herb","commonly"
2573,7,"Herb","commonly"
3052,44,"Shrub","commonly"
4117,73,"Herb","commonly"
349,34,"Herb","commonly"
349,34,"Dwarf shrub","commonly"
915,44,"Herb","commonly"
1031,25,"Herb","commonly"
370,67,"Herb","commonly"
3086,2,"Dwarf shrub","commonly"
137,216,"Succulent","commonly"
137,216,"Dwarf shrub","commonly"
137,213,"Succulent","commonly"
137,213,"Dwarf shrub","commonly"
114,33,"Succulent","commonly"
170,144,"Succulent","commonly"
180,95,"Succulent","commonly"
163,396,"Succulent","commonly"
180,92,"Succulent","commonly"
180,96,"Succulent","commonly"
133,11,"Succulent","commonly"
117,2,"Succulent","commonly"
145,2,"Succulent","commonly"
125,7,"Succulent","commonly"
163,453,"Succulent","commonly"
189,6,"Succulent","commonly"
189,6,"Shrub","commonly"
77,9,"Succulent","commonly"
107,4,"Succulent","commonly"
107,4,"Shrub","commonly"
180,13,"Succulent","commonly"
2015,1,"Herb","commonly"
2015,2,"Herb","commonly"
2015,7,"Herb","commonly"
2203,4,"Dwarf shrub","commonly"
632,69,"Bryophyte","commonly"
632,28,"Bryophyte","commonly"
2031,1,"Bryophyte","commonly"
1840,3,"Bryophyte","commonly"
1483,15,"Epiphyte","commonly"
1483,15,"Bryophyte","commonly"
2024,2,"Bryophyte","commonly"
2023,5,"Bryophyte","commonly"
547,1,"Bryophyte","commonly"
758,4,"Bryophyte","commonly"
36,3,"Bryophyte","commonly"
33,2,"Bryophyte","commonly"
31,15,"Bryophyte","commonly"
50,3,"Bryophyte","commonly"
546,7,"Bryophyte","commonly"
617,1,"Bryophyte","commonly"
648,2,"Bryophyte","commonly"
45,1,"Bryophyte","commonly"
894,1,"Epiphyte","commonly"
894,1,"Bryophyte","commonly"
1651,1,"Bryophyte","commonly"
3867,27,"Bryophyte","commonly"
3867,27,"Hydrophyte","commonly"
819,2,"Herb","commonly"
819,2,"Geophyte","commonly"
819,10,"Geophyte","commonly"
819,10,"Herb","commonly"
3939,1,"Herb","commonly"
3885,7,"Herb","commonly"
3885,6,"Herb","commonly"
283,121,"Dwarf shrub","commonly"
1671,159,"Succulent","commonly"
1671,159,"Herb","commonly"
1671,160,"Succulent","commonly"
1671,160,"Herb","commonly"
1663,5,"Shrub","commonly"
1663,5,"Herb","commonly"
1655,6,"Shrub","commonly"
283,35,"Shrub","commonly"
283,42,"Herb","commonly"
283,44,"Herb","commonly"
3899,8,"Shrub","commonly"
3899,8,"Dwarf shrub","commonly"
3899,36,"Shrub","commonly"
3899,36,"Dwarf shrub","commonly"
1121,34,"Herb","commonly"
1121,30,"Herb","commonly"
1121,10,"Herb","commonly"
1115,1,"Herb","commonly"
1121,35,"Herb","commonly"
1121,36,"Herb","commonly"
1121,17,"Herb","commonly"
1121,44,"Herb","commonly"
1121,39,"Herb","commonly"
1121,52,"Herb","commonly"
1121,79,"Herb","commonly"
1121,8,"Herb","commonly"
1121,24,"Herb","commonly"
1121,5,"Herb","commonly"
1115,106,"Herb","commonly"
1115,105,"Herb","commonly"
2493,169,"Mesophyte","occasionally"
2493,169,"Cyperoid","commonly"
2493,169,"Herb","commonly"
3168,8,"Shrub","commonly"
3168,34,"Shrub","commonly"
3168,80,"Shrub","commonly"
3168,18,"Dwarf shrub","commonly"
3168,28,"Shrub","commonly"
3168,5,"Shrub","commonly"
3168,4,"Dwarf shrub","commonly"
3168,4,"Shrub","commonly"
3168,3,"Dwarf shrub","commonly"
3014,9,"Scrambler","commonly"
3014,9,"Dwarf shrub","commonly"
3014,10,"Shrub","commonly"
3014,10,"Dwarf shrub","commonly"
3014,12,"Shrub","commonly"
3014,12,"Dwarf shrub","commonly"
3014,11,"Shrub","commonly"
2707,6,"Herb","commonly"
2687,77,"Herb","commonly"
2707,3,"Herb","commonly"
2688,21,"Herb","commonly"
