V's Barcoda,Precis Barcode,Casherb,Casno,Family,Clade,Scientific Name,Taxon,Latitude Decimal,Longitude Decimal,Reference Acc
8003148,NBG0147152-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-34.061044,20.880749,501-2000m
8003149,SAM0049587-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-34.035705,18.984923,501-2000m
8003081,PRE0050474-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-34.025957,22.997283,501-2000m
8003069,NBG0057800-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-34.007956,18.341812,501-2000m
8003105,SAM0058939-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.994497,18.955893,501-2000m
8003153,NBG0182545-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.992803,18.976545,501-2000m
8003155,NBG0183302-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.991564,18.975235,501-2000m
8003092,NBG0086661-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.991472,18.972981,501-2000m
8003167,PRE0813843-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.98695,18.969075,501-2000m
8003152,PRE0547308-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.983894,18.983185,501-2000m
8003131,PRE0813117-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.975513,18.948266,<500m
8003151,PRE0050479-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.96368,18.849511,501-2000m
8003075,PRE0050468-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.963147,18.416776,501-2000m
8003158,SAM0022085-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.960525,18.450546,501-2000m
8003125,SAM0022088-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.954234,18.439663,<500m
8003157,NBG0182548-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.950779,18.384777,501-2000m
8003090,PRE0708124-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.939057,18.381969,501-2000m
8003113,NBG0182557-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.938563,19.33583,<500m
8003123,NBG0182562-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.937069,18.729129,501-2000m
8003080,NBG0096493-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.935618,18.391249,501-2000m
8003103,SAM0056911-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.933852,18.381794,501-2000m
8003112,PRE0050483-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.931108,19.342142,501-2000m
8003124,NBG0182565-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.925364,18.730281,501-2000m
8003156,NBG0182549-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.917686,18.406665,501-2000m
8003049,NBG0182550-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.905159,18.774936,<500m
8003076,NBG0075738-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.865373,18.631597,501-2000m
8003095,NBG0182556-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.820612,19.05604,501-2000m
8003094,PRE0812814-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.814612,19.058829,501-2000m
8003163,NBG0182561-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.803753,18.876624,501-2000m
8003068,NBG0057813-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.785117,18.794229,501-2000m
8003144,NBG0147702-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.764197,18.76809,<500m
8003117,PRE0239516-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.757291,19.464011,501-2000m
8003058,NBG0196695-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.63333333,19.08416667,GPS
8003098,NBG0150001-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.560716,18.650085,501-2000m
8003055,NBG0212657-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.49861111,18.58055556,GPS
8003060,NBG0196713-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.48555556,18.61138889,GPS
8003044,NBG0057804-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.48333333,18.48333333,501-2000m
8003101,SAM0059659-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.476884,18.736672,501-2000m
8003140,NBG0148479-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.44599,18.439999,501-2000m
8003141,NBG0201209-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.38416667,18.38111111,GPS
8003100,NBG0010338-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.38264,18.383468,501-2000m
8003143,NBG0152305-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.356456,19.026152,501-2000m
8003160,NBG0182558-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.348042,19.109291,<500m
8003088,NBG0057809-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.320588,19.093412,<500m
8003050,NBG0057808-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.285527,19.148131,501-2000m
8003041,PRE0476423-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-33.159516,18.702503,501-2000m
8003086,NBG0182546-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-32.814862,19.217689,<500m
8003087,PRE0050484-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-32.814674,19.217385,501-2000m
8003083,PRE0644691-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-32.149146,19.029812,501-2000m
8003136,NBG0182553-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-31.767542,18.786862,501-2000m
8003137,NBG0156862-0,,,Orchidacaeae,Coryciinae,Pterygodium alatum (Thunb.) Sw. ,PteryAlatu,-31.376763,19.07576,501-2000m
8003186,NBG0212655-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.41333333,19.75138889,GPS
8003195,NBG0149951-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.389463,19.275701,501-2000m
8003242,NBG0151355-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.308215,19.117725,501-2000m
8003239,NBG0148525-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.211866,19.364552,501-2000m
8003173,PRE0050501-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.209702,21.680565,501-2000m
8003203,PRE0050500-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.207848,21.683484,501-2000m
8003221,PRE0050488-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.174422,21.629055,501-2000m
8003219,NBG0182488-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.174186,21.629485,501-2000m
8003220,SAM0006670-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.174172,21.629662,501-2000m
8003215,SAM0049591-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.150033,19.035348,501-2000m
8003222,NBG0182490-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.12583333,18.85972222,501-2000m
8003190,NBG0057828-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.104775,18.406324,501-2000m
8003214,SAM0056129-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.103657,18.416326,501-2000m
8003231,PRE0749816-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.094704,18.854253,501-2000m
8003245,SAM0062943-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.078541,23.127161,501-2000m
8003246,PRE0813361-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.07582,23.099866,501-2000m
8003205,NBG0182485-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.035182,22.967042,501-2000m
8003247,NBG0182494-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.032638,18.395154,501-2000m
8003199,PRE0050494-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.02567,18.40921,501-2000m
8003241,NBG0201038-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.024049,21.476106,501-2000m
8003191,NBG0057817-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.023104,18.394933,501-2000m
8003198,PRE0050496-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.013153,18.404492,501-2000m
8003189,NBG0057823-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.007956,18.341812,501-2000m
8003254,NBG0057826-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-34.002916,20.459071,501-2000m
8003250,PRE0050487-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.954381,18.439508,501-2000m
8003207,NBG0149949-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.940047,18.389709,501-2000m
8003224,NBG0183303-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.925364,18.730281,501-2000m
8003182,NBG0182489-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.900706,18.770566,<500m
8003216,NBG0019186-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.831343,18.527577,501-2000m
8003180,NBG0057820-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.576117,18.648002,501-2000m
8003238,NBG0201242-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.55083333,18.41111111,GPS
8003253,PRE0050495-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.541538,18.493382,501-2000m
8003235,NBG0153577-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.526602,18.574426,501-2000m
8003213,NBG0057829-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.512578,18.475283,501-2000m
8003178,NBG0182499-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.48333333,18.48333333,501-2000m
8003237,NBG0156893-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.473752,18.452254,501-2000m
8003234,NBG0148480-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.44599,18.439999,501-2000m
8003249,NBG0057819-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.38264,18.383468,501-2000m
8003229,PRE0050498-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.373794,18.3861,501-2000m
8003236,NBG0152319-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.356456,19.026152,501-2000m
8003194,SAM0022093-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-33.285527,19.148131,501-2000m
8003212,SAM0065629-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-32.937121,18.753854,501-2000m
8003233,NBG0158950-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-32.895992,19.050196,501-2000m
8003177,NBG0057827-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-32.84603,18.564035,501-2000m
8003232,NBG0148472-0,,,Orchidacaeae,Coryciinae,Pterygodium caffrum (L.) Sw. ,PteryCaffr,-32.611676,18.99105,501-2000m
8003428,NBG0159373-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.661382,19.86973,501-2000m
8003443,NBG0057772-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.596655,19.60122,501-2000m
8003526,NBG0182730-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.593457,20.319794,501-2000m
8003525,NBG0182722-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.448022,20.764807,501-2000m
8003354,NBG0182793-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.397224,19.770519,501-2000m
8003372,NBG0159038-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.396978,19.275071,<500m
8003490,NBG0201065-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.358377,18.863852,501-2000m
8003491,NBG0201215-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.354359,18.859625,501-2000m
8003317,NBG0092671-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.348148,18.924384,501-2000m
8003426,PRE0738453-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.341878,18.844633,501-2000m
8003287,NBG0182320-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.330553,18.987962,501-2000m
8003366,NBG0156835-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.328111,18.978252,501-2000m
8003489,NBG0156899-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.321802,18.44808,501-2000m
8003371,NBG0149952-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.265616,18.45137,501-2000m
8003393,SAM0056043-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.255833,18.395777,501-2000m
8003546,NBG0079585-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.212876,20.282173,501-2000m
8003486,NBG0148468-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.211866,19.364552,501-2000m
8003267,NBG0057761-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.201045,18.374414,501-2000m
8003535,PRE0813308-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.171086,19.12662,501-2000m
8003363,PRE0812779-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.151074,19.140709,501-2000m
8003548,SAM0022104-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.150341,19.920027,501-2000m
8003536,NBG0182309-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.149304,19.146807,501-2000m
8003365,NBG0182624-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.148984,19.144291,501-2000m
8003375,PRE0475983-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.142789,18.327743,501-2000m
8003487,NBG0147154-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.120316,19.78802,501-2000m
8003278,PRE0751299-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.099603,18.457867,501-2000m
8003446,PRE0051503-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.058754,18.465198,501-2000m
8003389,NBG0182650-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.050581,20.498609,501-2000m
8003439,SAM0091213-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.046217,18.446544,501-2000m
8003332,PRE0051507-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.041089,18.370057,501-2000m
8003450,NBG0121150-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.035044,19.60575,501-2000m
8003427,SAM0022105-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.007018,18.467442,501-2000m
8003500,NBG0090585-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-34.002945,18.55074,501-2000m
8003316,PRE0813758-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.999418,18.960564,501-2000m
8003545,NBG0057782-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.997504,20.455349,501-2000m
8003384,PRE0813668-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.994497,18.955893,501-2000m
8003359,PRE0812925-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.992568,18.97383,501-2000m
8003360,NBG0182726-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.991763,18.972782,501-2000m
8003524,NBG0182719-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.989392,20.45248,501-2000m
8003474,NBG0201213-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.986656,18.434934,<500m
8003369,NBG0182639-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.986549,18.435361,<500m
8003308,NBG0057768-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.985368,18.95582,501-2000m
8003382,SAM0056104-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.978399,18.414479,<500m
8003449,PRE0813118-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.975513,18.948266,<500m
8003531,PRE0813346-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.973937,18.965148,501-2000m
8003533,NBG0182323-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.972499,18.960754,501-2000m
8003349,PRE0584515-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.972275,20.701355,501-2000m
8003355,PRE0813183-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.971704,18.984661,501-2000m
8003395,PRE0051449-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.971457,18.920062,501-2000m
8003513,PRE0051514-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.971408,18.920118,501-2000m
8003396,PRE0051498-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.970493,25.596342,501-2000m
8003497,PRE0051495-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.970293,19.521262,501-2000m
8003435,PRE0051482-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.968869,18.523614,501-2000m
8003534,NBG0182325-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.96798,18.921906,501-2000m
8003501,PRE0051504-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.963637,18.849495,501-2000m
8003532,PRE0813347-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.962816,18.922374,501-2000m
8003321,NBG0182699-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.962801,18.851291,501-2000m
8003356,NBG0086660-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.961064,18.933525,<500m
8003311,PRE0051483-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.960383,25.59472,501-2000m
8003370,NBG0149955-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.956686,18.712027,501-2000m
8003547,SAM0022103-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.954206,18.439485,501-2000m
8003506,NBG0182640-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.953251,18.391203,501-2000m
8003507,NBG0182637-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.952782,18.428927,501-2000m
8003303,NBG0057764-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.952311,18.391128,501-2000m
8003378,PRE0051476-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.952282,18.390857,501-2000m
8003368,NBG0149959-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.951202,18.392992,501-2000m
8003519,PRE0051508-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.950552,18.865701,501-2000m
8003313,SAM0049583-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.94141,18.375,501-2000m
8003340,NBG0057776-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.940047,18.389709,501-2000m
8003367,NBG0149958-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.939309,18.391932,501-2000m
8003353,PRE0708125-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.939057,18.381969,501-2000m
8003512,PRE0051475-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.938522,18.43385,501-2000m
8003345,PRE0635121-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.938416,25.540559,501-2000m
8003422,NBG0182729-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.937069,18.729129,501-2000m
8003472,NBG0156866-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.935556,18.390876,501-2000m
8003398,PRE0475956-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.935365,18.391816,501-2000m
8003477,NBG0153584-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.934297,18.92277,501-2000m
8003286,NBG0182727-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.934111,18.829933,<500m
8003423,NBG0183296-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.925364,18.730281,501-2000m
8003352,NBG0182646-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.92335,20.19864,501-2000m
8003418,NBG0182800-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.922625,18.792976,501-2000m
8003473,NBG0192569-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.918119,18.402026,<500m
8003413,PRE0822240-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.91708333,18.40243333,GPS
8003264,NBG0057765-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.916852,18.403999,501-2000m
8003379,PRE0051481-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.915807,18.38667,501-2000m
8003377,NBG0182642-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.914403,18.546811,501-2000m
8003478,NBG0148464-0,,,Orchidacaeae,Coryciinae,Pterygodium catholicum (L.) Sw. ,PteryCatho,-33.909597,19.158248,501-2000m
